confirmation_number,tradeid,transaction_date,completed,investor_id
12-282-3289,BG97 QYVY 6670 491G OWQZ VY,1573322901000,false,24658
98-001-3567,GT36 6KH4 7Q7A BPL4 28NI EFKF HF7B,1566750396000,false,62884
71-837-7630,NL97 GWCL 4817 4687 78,1592790677000,false,31228
56-839-6843,FI35 1845 6212 7094 09,1569593173000,false,92905
00-005-0095,FR77 9622 5383 04SM 1W4B HSLA 385,1582362539000,false,48942
35-152-0917,LB79 8568 VJII FDUV Q3UC VM56 U7K7,1568269087000,true,65475
15-476-4265,LB56 3051 JVVM QAAP SGQN PYSK TEHT,1588345213000,true,94131
33-603-1584,IS07 8975 7792 8420 4041 1384 91,1573136539000,false,52754
88-923-6461,DK90 9881 8906 6407 06,1562701785000,true,86670
83-024-7605,DE41 0270 3223 3618 0329 18,1588772629000,true,27869
45-782-0910,BH12 JOZW MJRO KBPI SN3O W5,1580524583000,true,44792
05-712-5369,IE02 KJLS 7451 7339 7158 63,1576775631000,false,70735
13-841-5433,MK67 141Q TH6J YFQO 093,1575695545000,false,56000
28-605-3879,PK32 EPSO 6ARW NDFF ORBT OG5X,1561270308000,true,43485
61-914-8228,CY94 2821 7700 WCQF FTLP NI7M 3MXP,1589756148000,false,41759
88-966-9894,VG16 VDXB 4246 7639 8489 6421,1572359633000,false,89604
25-542-9467,TN73 5800 7079 5706 3783 8188,1569292947000,true,78437
62-021-3841,PK07 DFSI 21T2 QHHC LUVH QVNK,1590750800000,false,29483
15-136-1376,FR55 9665 2692 86PX 35L7 HULL M85,1579967293000,false,82537
48-070-0043,RO40 QKKV PP0W LHOR EYAB ASZW,1585716553000,false,45556
53-194-1462,IS26 7342 9471 8211 3589 4770 98,1570636454000,true,50671
06-757-7865,GR21 1451 103R DVJJ TMGI D0PK VL7,1578515654000,true,76508
20-759-7679,PT47 6698 5111 7510 6221 1259 2,1574145205000,true,22511
51-267-2827,FR45 4016 0613 77TJ SVUO QQ8Y 192,1567908009000,true,71578
15-466-4903,AL16 9638 5618 NYIO UP8G RZP2 BSFH,1566834295000,true,47613
95-276-6257,DO19 YCGH 3538 7138 7879 0566 3575,1580110359000,true,63498
17-220-4881,CR22 8929 2489 6852 5425 2,1570365015000,true,47159
65-078-9262,FI66 3080 8891 0554 04,1589659474000,true,38363
00-183-4935,ES87 7301 9551 2439 9460 6192,1575051613000,true,63831
43-977-9352,FR26 9154 5648 68FQ FOP1 F2AU M26,1570484188000,false,89216
61-521-3216,FR30 9648 9669 24P3 6FZV VQTM F67,1590022146000,true,55824
95-442-8949,MU57 OXPU 6994 2263 8074 0177 900N CJ,1562921959000,false,83303
41-405-3103,MD56 G6AW H0MM S3SX 4GCF 7X3Q,1573036204000,false,96376
62-693-9834,LU28 578K DCZF YHXB WFAE,1572450182000,true,22725
53-381-9837,PS16 VQOL 2ESP FQ2Z MKUK CF9C ZFFX X,1564456575000,false,30407
60-701-8599,NL25 RIXH 4443 3291 25,1563966211000,false,76565
81-224-3127,FR19 5610 8685 36JV QM0S FDIY 092,1561577416000,true,59555
70-026-8658,AE17 2176 2996 2239 5977 271,1584915629000,false,98112
75-367-1099,FR34 4620 5009 97NY QFOA SXLT W07,1574009452000,false,65517
85-263-9489,GR58 1707 691R ZZE8 M48G PTZC VQP,1574483473000,true,25473
60-213-7237,IL92 1139 6721 9608 1201 500,1583532356000,true,72345
38-146-4458,AZ15 DEPH S1CU LSHK MOXI MPYA GFID,1578101251000,true,69377
08-914-6522,AL56 5839 3798 JSZX RYJZ DSPW X881,1576142313000,false,72993
09-743-0399,MR53 3138 1619 1835 5743 9769 382,1577025761000,false,80165
94-226-1882,BE76 4087 9548 1956,1587365433000,false,96190
02-604-3219,FR97 9567 5892 23CO E32V HPR1 G74,1568470863000,false,41227
35-402-4134,DO82 FPUO 9457 3243 4466 2171 8233,1577256281000,true,23324
89-944-9687,BR98 9060 4394 6856 6090 3249 260F Q,1572304267000,true,87503
16-354-1112,DK33 1606 8270 3048 69,1569499813000,false,27730
78-228-3487,TR36 8758 6OIE C7KY ARUR KYY8 VP,1574990780000,false,72910
78-473-0600,BH76 FBZN CYHS W6W9 DG7X 39,1591853771000,false,85133
56-226-9306,SA93 42Q3 K43R POOC RO1H ZUJB,1577941434000,true,96544
13-551-5970,IL60 8858 2828 9962 5521 809,1567574265000,true,10808
33-034-7457,FR94 2852 5455 56FQ VVRA LK59 Y54,1573905939000,false,71269
23-195-0783,NL74 WHEK 7820 9305 78,1580371786000,true,67955
47-138-6101,PT41 0126 0246 9042 3557 7436 1,1572513229000,true,77964
13-655-8486,GB50 PMDN 2280 9504 8169 33,1581523493000,false,36637
08-647-3294,SA41 75XX CG8J FVH8 ILMP PZBY,1572151458000,false,59069
85-106-0983,CH54 8804 2CSU DKVZ ENQI T,1591377545000,true,21031
75-703-1683,RS73 3139 3385 7210 7694 02,1566933716000,false,24455
05-441-8610,FR38 4353 2096 63PK Q1UF DIBO B70,1580143088000,true,53627
52-849-3660,RS15 7398 1268 9567 9437 13,1577316348000,true,52808
46-419-2825,AD97 7357 0400 NGDA CELC EMGM,1577560300000,true,63278
93-212-2433,FR47 4620 4167 35GX IFJ2 JX4P H56,1569082269000,true,53658
00-098-7481,AD09 1169 7563 QD5H BMBW LGMS,1584016316000,false,26736
64-132-5609,SI38 4028 9678 4779 671,1576923581000,true,68417
14-960-7553,GE78 LV07 9519 4213 6204 15,1590257038000,false,61141
95-006-1699,GI95 SRWO BK1Y UCY2 GONH VO1,1561503077000,true,68175
23-974-3383,NO94 9516 6587 283,1571331967000,true,54970
72-269-3582,GE68 FT93 2203 3322 5426 57,1575277243000,true,71028
90-842-4442,PS06 DXAR PE9W 2GFI GBUI WUKM UWGW H,1589694851000,false,84663
11-117-7438,HR84 6608 7559 6359 8726 8,1582921943000,true,92156
61-765-3233,DE24 7157 8795 9144 3149 23,1569349747000,false,84070
65-149-6439,AL16 0263 6694 QTJC F3X5 HGWI TLH0,1561989026000,true,10353
35-712-6730,IL30 3241 5839 6570 4984 122,1591422785000,false,77322
60-083-7298,ES03 1909 3327 3676 9752 8056,1592393948000,false,15117
47-160-2016,TR51 0693 1Z03 HTLB RFEF RQDB GQ,1575975127000,false,20139
35-977-1482,PK38 RPVD CKQK DCMZ M1Q3 QKXC,1578583127000,false,93316
51-500-1622,LB24 6159 FYH8 2XK6 S9NK ERIQ 0X1Q,1585660431000,false,22899
99-037-5852,MT58 FMMK 6702 9XFW JGKM 7TOW PILY QRH,1569699238000,false,52124
98-945-7244,PK87 JEXN XYST 6QCL 62IQ TEDF,1586119824000,false,53256
97-427-0500,LI21 0161 4VJC DZLY XSAZ 9,1571252249000,false,31069
50-081-1815,FR70 0494 0803 80VE R3BN OV94 O19,1571491392000,true,79145
58-288-8563,FR84 9601 7162 140Q NEDK TENX H93,1563779836000,false,80696
93-355-1004,TR74 1521 1ZJ7 MIHC UDIW DSSY 1R,1568020691000,false,95260
86-877-8388,GI25 EENJ 7C0I ZFRO OEJC X1L,1568513360000,true,52702
39-134-9665,PK24 YTEY 30GO GMXO R9SB YAUD,1587461057000,false,54108
57-815-8706,BE51 3504 4464 7018,1584540434000,false,97068
16-556-2752,BR30 6327 3504 2003 5561 5414 784I X,1581775609000,true,99267
37-139-0227,GL60 9134 4709 2829 30,1573501780000,true,83343
68-080-3387,PS76 UOVU TPRR ZDDW ZRAX APMQ 5QJO P,1573278869000,true,83584
84-094-1549,FR77 4363 3136 948W GKLW HRYX 741,1591519495000,true,75853
76-284-9363,CH42 8319 04MR 5KM1 YUTH Y,1575461379000,true,65678
18-971-0280,BR65 2945 5028 2813 6623 3395 638I H,1570005951000,true,64496
92-763-3412,FR20 4131 4426 04SL AATL GSV1 S14,1575585970000,true,93541
08-620-5228,GI82 GUVW 4USM ORYA ORAO 0RB,1588791870000,false,80233
78-177-6773,BE75 3662 3872 6682,1590900241000,false,64483
42-733-4916,DK20 2151 3003 3163 32,1563084938000,true,63736
24-425-1602,FR45 8784 8895 98VB OJUP GCCX Y64,1578418687000,true,31498
02-177-0749,BE84 5389 8278 5362,1573652938000,false,13038
87-612-2460,FR61 6987 2565 51GE HWAM 45NE R87,1562359496000,true,81759
42-028-0226,SE49 6169 0630 5009 5302 9216,1576844009000,false,28633
45-373-0052,FI85 5823 7273 7644 94,1564098991000,true,72972
94-614-1465,FR10 9342 0340 63OW EWUV 8O9T 842,1582242991000,true,91424
80-931-8661,SK92 7636 0049 1405 4849 1170,1579346955000,false,88265
52-094-7274,CY16 5323 4317 RJO6 HBCJ 8ISY PZTT,1584369057000,false,55803
59-926-2366,FO86 2463 2462 2892 85,1561860664000,false,55787
75-854-8211,BR02 1119 4157 2925 0512 7001 577F H,1591611922000,true,97035
23-058-3634,CH57 5562 9JIB N9QN GPDK I,1590925041000,true,30330
12-185-0892,BA33 5190 4547 1431 8062,1562347836000,true,76908
40-312-7786,TR91 4544 7ZCW TVCG QINB EAMU VF,1576280585000,true,66306
52-645-6604,TR45 9077 4GMI 8BQM LKOG 0RJV 2K,1571524872000,true,91298
20-028-9168,DO11 UWRE 9212 1542 3288 8487 1185,1581599523000,false,45864
05-241-5958,AZ27 AEJV CERX FVV5 QPPB YM2F GNVH,1566929927000,false,74121
02-379-3445,BE76 6294 8595 8985,1562376773000,true,65113
13-940-1994,CY94 7321 2689 FREI 9YLS AYDZ 96AR,1580740485000,false,30950
56-655-2892,FR61 8330 5864 21R0 AJIK MNKN U87,1573791447000,false,23634
57-733-1290,DE98 2972 9437 9602 8962 56,1566040597000,true,51996
69-662-6261,CR18 6229 7805 4823 2723 8,1566083170000,false,78352
07-610-1441,GR65 8261 594W RIU1 6V6C UQ1K I1Y,1561447983000,true,35752
44-379-5984,MK90 8583 2JAG HZSD 789,1572206516000,false,79588
06-551-7916,IL25 1070 5810 0944 8930 915,1579833446000,false,90236
48-221-3007,EE47 4032 4298 3479 6702,1588704022000,true,10648
93-743-5176,NO35 8686 3150 695,1576174319000,true,69918
25-698-0971,IE03 EZDJ 6682 9010 4918 92,1579362882000,false,13175
60-874-4837,KW92 PQBU CLJX ZIWD 9BZK EHVE RIOV FM,1583910517000,false,17834
14-054-1015,MR82 4077 3130 0632 6688 3246 391,1580245920000,true,39742
32-079-4464,GE97 MP09 0976 1029 9143 35,1566780749000,false,31335
19-973-6600,FR06 3763 1343 288R VTZX X52O S54,1577013699000,false,23194
43-322-5906,FR90 2065 6619 5484 I9U4 T3I9 H76,1582990943000,false,60301
06-703-2743,PL71 9513 4079 8275 7838 4961 9817,1587796124000,true,60897
60-092-9176,KZ61 082C E2ZM GSQU TBCG,1586623218000,true,65664
45-539-8448,SI98 3903 4573 9738 030,1582082569000,true,78823
95-783-5655,FR71 4353 1017 75HO ACXT 5QDH D21,1591894062000,true,82102
14-404-9289,ES53 2089 0272 9807 6482 9716,1568211887000,true,21954
47-167-4902,KZ41 2691 TG9G BMBO YAF0,1569028857000,false,10183
04-332-1112,FO69 5536 1705 3107 73,1561835005000,true,30104
03-329-5182,RO96 ZVRS URNA YDKG YG5G IJWV,1575995563000,false,80796
75-557-6174,AZ25 VAMA L3PW 4TUK WJ07 JCF8 OKNZ,1580889604000,false,85306
01-232-5342,FR92 9437 1795 98VN TYJB TGN0 I55,1573958269000,false,85058
16-783-9414,AL26 7268 1717 IHZH PARY RUZT QOZS,1587121400000,true,84653
03-803-6256,DE59 1715 2504 4272 3854 44,1590494262000,false,51941
55-763-8043,HU77 9216 7238 7513 3963 8410 3434,1572442029000,true,34350
51-312-2003,DK14 6399 2477 7718 08,1585066247000,true,11009
98-040-1429,GI91 IKBS HHA4 UQNG LAMX NXU,1579525715000,true,72229
37-420-8138,SK12 2003 1620 0997 6907 1585,1589209596000,false,45828
76-082-8822,MD52 G5IN J093 XEPQ YWME RONC,1588743746000,true,63356
86-088-1975,GB25 FLUU 3455 4109 1388 58,1564022907000,false,23338
35-988-4311,BA39 7094 2809 8142 0699,1570305025000,true,96116
22-420-7423,PT06 3337 4414 5872 0758 8689 2,1575952559000,false,27625
28-084-9490,TR77 8152 4XAY JAVT NTN1 ILWN GP,1590150758000,true,47782
21-806-1664,PT61 5476 7438 1644 1267 5089 7,1567702820000,true,30207
24-623-0670,AL20 7867 9652 YTPY MAR3 0GZS A8ZD,1579820054000,true,34056
42-866-5733,RS58 5546 8456 9180 3057 06,1565852554000,false,18850
87-689-2159,FR35 0951 7035 59I7 HCXU EE79 P98,1565939237000,false,75631
83-011-4194,NO93 7786 2463 294,1586273325000,true,73943
17-967-7414,GR98 8239 503Q DJPX YKXK PKSZ WOI,1572551148000,false,90288
47-066-4894,KW80 HVQW EJRX U3GZ 3XFT WLT7 MYAC YJ,1583148189000,true,88911
31-309-1312,CZ05 2684 7437 3118 5631 0051,1572726748000,true,15912
67-502-6342,FR89 8600 8691 01MS LZ0E FZLO V93,1587184306000,true,12296
60-658-5166,PL29 3875 6324 3373 3468 3566 6644,1578385751000,false,58810
72-190-4549,RO65 SFKG WA6P SB7C ZNK8 DTID,1583870044000,false,89435
09-948-2070,PK55 QVAC SSVF PRKB U5TY XNMT,1575091515000,true,24718
79-620-2542,FR43 6596 9854 378C 5K2Y ATFR T03,1578713320000,true,40862
68-954-0669,LB78 2800 WO1F TL8P 4SCX CZBI QBZX,1569204199000,false,20092
55-475-0933,AL75 5330 5184 240J UCSL ALA6 V0UX,1589050363000,false,89914
20-997-5456,VG79 XJNG 7933 4642 3813 7997,1583396996000,true,88460
21-731-3778,IS81 2753 6122 0684 2661 7109 45,1572275705000,true,68520
75-851-5827,AD04 7535 5961 QON9 CVDE 6IYN,1592322913000,false,29956
44-337-9730,FR80 5387 0118 72VM SZVW K3EG A73,1585810060000,false,46832
74-640-9706,FO88 9601 9161 7463 65,1591606700000,false,48522
73-565-3991,FR79 2824 0992 30EN 9A6G JYKT J96,1570943004000,false,74487
30-800-6081,HR97 8531 6842 6128 0354 4,1567381727000,true,57886
64-268-8449,HU60 4823 4655 9167 5931 7771 9986,1562075464000,false,94508
74-463-3416,LV97 CKLA XJQH FZVH U9NS V,1580509242000,true,25200
91-078-6743,SI61 3531 8772 6950 454,1570557445000,true,24303
07-449-0967,PK85 QOCC LGRH AOT5 I8WM 6F3R,1588431874000,false,91239
57-618-6111,MU88 CLAM 8341 2893 1432 1810 115Y RG,1579113913000,true,44888
56-027-8011,FO90 4939 9428 7409 66,1588512098000,true,22958
20-449-1992,LT64 7550 9719 1466 2469,1573178796000,false,84758
75-018-8983,VG21 XPYW 7435 4972 1928 4986,1569145041000,false,60662
52-059-4824,CY30 7881 0571 6WOJ UZWO 7BDA YCVF,1564420624000,true,58590
02-552-0971,AL25 9902 1676 IDWW ATP1 RWZ9 COXM,1578994154000,false,82911
53-291-6761,FR20 9236 3556 31S6 OXXC TTRZ G60,1580650318000,true,67506
46-422-8674,PL80 1384 4510 7198 5828 8027 7555,1580997542000,false,78808
47-435-4687,AL27 4383 5185 OFXA V99Q G0CX DXCV,1568617760000,true,53324
26-972-0105,IS35 3379 1417 9711 8781 3574 19,1592450372000,true,14290
83-453-4334,AD81 6735 5483 OADU FYWY HQ8H,1577694720000,false,35738
71-191-1141,FR51 4948 3600 997U KBCQ E5MA Y39,1570029728000,false,51880
09-403-7746,VG72 BIKA 5008 6985 1201 0709,1573756797000,true,27168
61-661-0984,SM68 Y142 4422 9858 9CGZ 1ZLY CUE,1566558285000,false,99958
47-455-5596,SE66 3665 3121 1913 2168 1691,1581560076000,false,22395
83-060-2754,IS29 4742 5164 9005 9241 0586 39,1583856169000,false,31989
10-018-3080,CY12 9034 0534 TGMV TQ7K AD3C DTKM,1575899655000,true,37888
56-505-4051,GB29 WNWM 2655 4848 8316 46,1580096564000,false,41399
81-237-1399,FO94 9430 8721 3579 52,1588049610000,true,67345
41-669-2054,FR41 5336 1522 71LI C9ID EBV5 Z95,1561512969000,true,57492
27-731-3478,PK92 IETD KNCL O95R MCQM RYZE,1584385155000,false,95302
56-818-5586,ME89 0321 0581 6999 7094 65,1576136560000,true,51812
72-058-5405,SA94 56MG HKYC UL9Q NF3B MER8,1591887794000,false,60300
17-459-3262,AZ63 QPDU 0JSN NMOE AUDG UC34 JTJV,1589419630000,true,79823
56-750-8795,SK81 4513 7456 8701 7882 3226,1582731589000,false,56937
61-992-7515,KW52 CSLT G5NC D3KJ KWGX UHJ7 TEBF 2B,1568479371000,true,28963
52-487-3327,IE42 UMJK 5400 8447 5493 73,1582049644000,true,65352
49-156-7588,AL80 6817 1792 1413 SLNP LMWF ESVR,1588502192000,true,62070
20-394-8445,GR20 5393 427W UQST YO10 PBLD O65,1585354995000,true,24191
17-448-2724,FR77 7576 3488 805A H6MU WVDJ K28,1591991726000,true,76075
93-669-5990,SI94 2908 0466 7390 813,1583004668000,true,52906
45-203-6537,CZ18 4397 7522 9174 3247 0923,1564538284000,false,28326
14-299-8412,BA34 6190 2420 1909 6719,1572098670000,false,12811
53-619-8418,NL35 RFYP 8668 9204 56,1575514440000,true,86162
35-185-7439,KW25 WDDM 2XHM X4QE AUVB JBRX SHJB JE,1575987340000,true,38443
42-356-6301,MR36 1444 9242 8767 5525 2382 937,1564767547000,true,84898
62-553-4108,GE95 LK25 4078 4438 3995 42,1564223941000,true,71098
08-719-8139,FR48 3132 7067 90A4 YPYW VSBK S67,1571347706000,true,41610
13-549-1828,MT51 DJHF 7063 66K6 C98Y XALM CXVC BBV,1570730486000,false,98818
20-514-1482,CY22 0908 4300 U4PL ZJXR SOPQ KN7V,1567747597000,false,10141
69-943-5399,PT06 2765 8919 6981 5088 6915 9,1564497134000,true,62941
84-209-0381,BR93 6352 8259 7467 3321 1722 091M Z,1587324048000,true,64192
50-287-9626,SE56 4572 0087 0071 8222 7559,1567550510000,false,28496
98-070-4655,RO36 LUZH SATY GHIR ZGYV Q8IX,1581813120000,true,93695
85-022-6072,GR08 7472 551V AD2P LRS0 98JS R6S,1586617744000,true,94084
14-995-1565,SA58 95ZO B3R9 CHLA LX6J CHG1,1589277113000,false,94847
87-223-9922,CR25 7362 6071 0292 2309 7,1582556321000,true,17486
22-701-9174,CR16 4945 9591 5811 8245 1,1563846232000,true,60118
90-081-5783,FR91 4089 3444 17TC NLOV ATRA 285,1583297571000,false,63979
71-447-2152,SK86 0386 9496 8429 2458 4952,1564944345000,false,19408
55-067-5973,KW02 QLYV 1VRI XBUC 2BIL EPGJ L4ZX JY,1571883837000,true,56017
80-870-1339,RS62 3552 1440 8473 2116 86,1576639504000,true,58261
25-276-7414,IE68 YKSE 2516 4703 2216 62,1574656481000,true,90652
33-703-2972,BG31 OHTQ 8299 046X JR5J Z3,1585932137000,false,18708
38-599-8474,SA05 64QO RCEN O5Y7 HOVG DZ3O,1565845355000,false,58565
92-659-0121,FO08 0655 9994 8836 29,1573060179000,false,59139
28-307-6224,DE83 5372 2841 0850 3287 64,1582478063000,true,76738
81-915-0808,GB60 FFES 8644 3571 0779 26,1568357861000,false,83390
23-616-2599,MK52 384O DUBC RK6N 332,1591601898000,true,83085
44-880-0560,FR75 0263 1930 75KE SRYZ PRJE T01,1585542154000,true,43290
97-542-0010,FR16 9662 9656 74U5 FLQW VT20 G28,1581298062000,true,11127
09-932-6568,IE90 OGLX 0263 3728 8162 44,1577176826000,false,15721
00-655-0210,FR50 7622 3080 480H UWD7 CVPI W54,1570955984000,false,70596
91-969-0441,BG06 KNKD 4119 39QO UDEA JN,1564362125000,true,95152
74-832-0542,FR33 4876 7441 68NR 5MBA DBGF Y63,1563651783000,false,30063
26-132-7649,GE59 JQ73 4476 3339 7105 54,1575346144000,true,38089
82-618-0384,BH12 FXMV CLUX U0QH OSR2 V7,1579802255000,true,60793
97-296-1207,FR34 2746 2360 55YI KLWE AVQ9 T06,1584509426000,false,99289
68-515-0204,SA61 22MX IXWR VHHI HYSB M2TU,1561879505000,false,59875
63-761-7437,BE81 2929 6938 5373,1585761870000,false,33537
72-868-3052,FR26 9059 0402 78RD P8S5 MWAG H43,1576011564000,true,49212
38-064-5611,CY16 7095 6598 G5PR TDBR W1D2 V2WF,1573497521000,false,71745
56-956-9878,FR40 6171 0421 22XI Q1F2 5JQI R87,1570092077000,false,17428
47-430-2573,FR65 0970 3146 59LI IVGG DJOG 936,1584699959000,false,85125
40-141-3186,PK96 CJXV ORPD IYOS VFZB DRHF,1561781499000,true,76915
13-060-8492,RO48 ZIOB MDL4 1OFE JXTM ONSC,1571244875000,true,16549
82-722-0382,VG67 DFZN 6373 6266 0490 9668,1562026742000,false,86497
57-581-7297,NO67 2339 1108 648,1583748201000,false,38164
26-345-1822,FR51 6940 2249 66GT GSXK MLCA B28,1570099431000,false,48045
37-593-4115,FR93 0069 1147 52TQ C8BH JPD6 T03,1578840715000,true,91127
42-683-3489,FR15 5461 9959 98ST ISRA WOYJ E13,1588287373000,false,10627
43-419-5058,GB28 HYJA 2169 0034 2954 04,1572212661000,true,55659
71-626-1921,FR27 0807 8476 11JW IFVS NKW3 B54,1581418559000,false,59370
94-748-7940,RS72 5825 3113 1003 6526 82,1569714627000,false,26559
20-588-5747,LT96 3560 9556 8371 5011,1586183504000,true,38492
18-573-1300,DO24 B7XF 0109 4771 1635 8543 6644,1577173563000,true,29038
68-858-7572,AE68 2526 6001 3687 9072 323,1586254698000,false,26518
88-221-6943,AD06 0061 3075 GARF TOVP SV9K,1571205704000,true,18653
46-347-0241,SA37 34IR HT4W PW6E DMPR BEDU,1585720735000,true,87362
60-012-3411,IE94 FWLZ 5413 7436 0602 83,1574319914000,true,52784
70-312-0550,AT92 6749 5248 6620 4542,1589767320000,true,34152
64-278-8310,CR98 7242 1668 2051 8180 8,1581249210000,false,21464
70-180-0578,LT46 4518 7203 2948 9425,1571720689000,true,87048
66-491-5569,HU14 9349 0834 7711 8169 3719 8753,1568153158000,true,21130
77-754-1339,MT42 SHYN 4176 5YSZ 8EHN Z8NY UC8Y RRL,1562163313000,true,39699
11-816-8172,HR69 9131 6286 4390 1682 1,1570554303000,true,12502
12-565-6316,CR64 6880 6808 1586 3428 6,1562039410000,true,38262
22-894-3873,MK64 408I O6JC F5UC K65,1590638825000,true,31798
56-400-3529,BR16 0318 4419 1136 2712 5105 176L 5,1582110296000,false,73403
78-003-5852,LT36 4050 5780 4609 8771,1571530970000,false,82301
22-375-6182,TN74 7670 5184 3387 7050 0013,1573418981000,true,93967
10-712-0136,FI33 9327 7927 7217 70,1566298875000,true,46353
58-799-3283,AE19 5960 3502 7625 6852 708,1592391620000,true,74465
67-327-0021,FR38 5016 3412 09EJ OZWT AJPK 516,1569351028000,true,12013
34-657-4570,GB46 JIRV 0622 9861 5699 50,1563287116000,true,58073
90-753-5870,MR41 2559 5443 4291 7856 6497 042,1580875753000,false,66738
28-291-3923,GI07 WFHT XAJR QB1K ROZI YYM,1591385263000,false,74835
06-924-5737,BR85 3129 2707 0377 4489 0103 635U V,1569809304000,true,73729
04-185-2754,FR69 8472 3072 95VP 1ERB LBDA T27,1569877958000,true,53348
29-271-4060,FR08 8951 4035 13NJ PVP9 I2QJ M84,1567100552000,false,12956
49-210-8985,IE53 UPUM 2764 7707 8803 03,1566005862000,false,87758
22-380-4842,PS08 VCQE 2SDR BFW3 ZFQW OLGM ZXMU R,1566921287000,false,73721
20-779-0827,MC42 6236 4753 98LF FU0X ZGKX L14,1581853867000,false,82322
26-350-8565,BG68 BCJP 7335 80GV LWHM GQ,1567908709000,false,47900
11-556-9317,AZ78 CHCI NNN7 4XIR SBJK MYLW XCBA,1576794301000,true,95364
28-168-4105,TR60 3121 2YYP 5LJA BNRZ FULU MX,1575662425000,true,10324
60-655-0616,TR56 7602 9TX5 XB0I DYPX AATF MV,1589118923000,false,25237
46-105-0535,MT33 PVXZ 4042 6MTJ M4JV CHA2 WJKX LLD,1561584038000,false,29398
99-764-2194,BA09 1523 2768 1246 3443,1588946837000,false,14378
71-712-7378,FR54 1659 2111 73GX VOCN PXJ6 W57,1561481803000,false,52721
24-504-7065,GB31 LRMS 0788 1256 2654 87,1579855034000,true,37570
53-311-5256,CH86 2755 25Q3 RV7V I39A S,1590566997000,true,13288
72-910-8199,SK29 7641 1036 7957 8724 9603,1591191666000,false,34324
37-956-5917,AD04 8757 3449 U2X5 7YJO HE2H,1571692666000,true,18911
42-090-3808,AZ97 LLQZ 6HCX 3EGP NG6P E8IY FPDL,1564570336000,false,66103
00-146-5103,IL98 0080 3849 3390 6899 285,1564358106000,true,57918
68-784-6304,AD22 2830 8660 DAG7 YLW7 T8OY,1592470534000,false,63980
84-154-1993,LB39 1646 J5VF BUZG F2LT YMEH KY53,1580122739000,false,49469
92-109-3806,SE08 8867 2444 0194 0219 1403,1586571756000,false,47717
46-378-9242,IT89 N736 5697 508T EFJK PK5T JWC,1572747026000,true,55049
97-957-8309,FR14 0942 9305 35MS 1MSY RYWM I06,1577073556000,true,24618
41-472-9396,DO44 KECA 2385 4512 8237 5096 9774,1591088676000,false,91145
33-452-8956,RS48 7671 4398 7854 8567 42,1565768405000,false,26236
58-158-8902,AD55 0522 2229 UQIB CK0F J53U,1584053784000,false,97642
01-111-7645,NL28 SKJP 2706 4272 29,1582693549000,false,84367
07-722-5043,BR58 6425 7646 2391 8776 7481 300N H,1584740856000,false,66245
08-516-5865,LI29 0127 0FG3 MV7Z JVHH Z,1578694861000,false,23878
09-294-8066,GE42 QV76 3895 7249 0441 68,1590479721000,false,21716
50-210-2846,CZ92 2687 9361 0247 0739 9704,1584591006000,true,49959
21-126-2661,FI49 8444 7020 1432 18,1562127597000,false,22555
18-363-0732,NL18 PGFS 1466 1796 52,1567782744000,false,70764
24-279-8083,CZ81 9122 3498 4197 3219 2386,1569029007000,true,13393
79-736-2073,PK81 YVIP RSEG 4FCW Z9DN V99V,1565232402000,true,82951
67-288-4464,GT82 ABUU GJ3T QTZX LOOA RDU3 REZB,1577466085000,true,69235
10-511-0983,BA12 1015 7730 8894 9473,1590213523000,true,33389
33-154-8525,BH40 JQUP X0RI OIH3 MQ8B HE,1577224764000,true,59325
82-211-9758,MT52 WVRW 6420 7GYF BKLR 6ZMF TRMH FMQ,1578018824000,false,20731
06-418-8847,DK17 9812 1364 2158 19,1575562056000,true,96262
50-790-8164,FR33 0139 2120 75F5 6IGJ QGOZ U14,1584623929000,false,54851
93-629-8037,FR22 9130 4853 10JB YQOG YGO0 F95,1583635792000,false,43933
67-272-7568,AL02 0349 2034 VHFH DSNV WYLO TLCO,1571441224000,true,50887
05-683-7181,SK36 4793 8342 1193 3564 9520,1580821190000,true,18135
91-387-9749,CR98 7806 9660 2633 5032 8,1580760591000,true,99107
22-906-6175,PS36 OYWC LT9U WYVP TAVG WVZC VCYT B,1587895075000,true,88834
83-487-7021,LU94 140R L687 VQCS WQ32,1570535125000,true,68504
46-310-3619,HR31 3392 7479 6602 0935 1,1569377557000,false,98502
19-964-5123,AT86 0586 1857 9310 6481,1569869662000,true,76896
05-767-2583,SI05 4994 7639 8162 536,1578760312000,false,33766
24-817-8253,BR06 6321 8032 7948 5902 7861 541D 6,1577211789000,false,26118
06-160-3777,SE22 9585 4237 1606 6493 1503,1571393168000,true,17783
34-469-9553,RO13 LCAE WOPT KNDR CQ9A UR3U,1568386366000,false,60182
37-992-2841,PS70 CDLK ERHM DI4N IPUQ I6RJ NQMO L,1582856829000,true,36216
69-504-9958,AL58 1915 5642 ETKG CDFW PVPQ UBRY,1566091527000,false,85557
97-497-9677,MD54 BQND M1EE D6YZ JDWZ V4XB,1590406745000,false,86796
37-679-3528,KZ30 410Z HVAH TSHE 5KXC,1586549273000,true,97290
41-522-7989,AL38 9164 6725 BSGE AQXW SOEK FSIJ,1566150882000,true,98833
67-473-1837,SK62 5553 8207 8098 5691 6378,1576263382000,true,51857
52-066-6298,VG78 RMKT 4979 0266 8018 8543,1584893175000,true,92956
